uuid,Members,Answers,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,_version:1,_order:1384
305a91a1-f30b-4e4c-8a8d-b009c91e5e41,Physician’s name; Gestational Age;Date of delivery; Date of Examination,,Formulaire de Certificat de Grossesse,Pregnancy Certificate Form,Formulaire de Certificat de Grossesse,Pregnancy Certificate Form,Misc,N/A,,
